id,lane,organization,opportunity,route_class,assets,contribution_view,status,execution_state,execution_manifest,deadline,gate,shared_evidence_family,mutual_exclusion_group,parent_route,source_state,source,origin
job-oxford-generative-ai-safety-ra-2026,RESEARCH_JOB,University of Oxford / Computer Science,"Research Assistant — Generative AI, AI Safety and AI Security",LAB_STAFF,Hardware Splicer|Citation Engine|Research Drive,"AI-system safety, evaluation and evidence boundaries",VERIFY,APPLICATION_RECON_REQUIRED,,ROLLING,"Official announcement lists £35,681-39,424/year but reviewed page did not expose a defensible closing date or full degree/visa requirements. Rehydrate live recruitment system before FIRE.",career-scale-ai-research,,,OFFICIAL_ANNOUNCEMENT_VERIFIED_2026-08-31_DEADLINE_GATE_REVERIFY,https://www.cs.ox.ac.uk/news/2543-full.html,2026-08-31 research-labor deep research
predoc-uchicago-bfi-dil-2026,PREDOC,University of Chicago BFI / Development Innovation Lab,"Research Professional / predoc — empirical data, algorithms, simulation and manuscripts",PREDOC,Public-Good|Policy Lab|Research Drive|Sharpe|Research Papers,Empirical research engineering and quantitative analysis,VERIFY,APPLICATION_RECON_REQUIRED,,ROLLING,G1 current salary and US work-authorization/sponsorship not stated in reviewed source; verify live posting before major effort. Bachelor's accepted and low prior-experience requirement makes candidate gate plausible.,predoc-ai-economics,,,OFFICIAL_PREP_POSTING_CURRENT_2026-08-31_COMPENSATION_AUTH_UNKNOWN,https://job-boards.greenhouse.io/bfiprep/jobs/7980693003,2026-08-31 research-labor deep research
predoc-uchicago-bfi-health-2026,PREDOC,University of Chicago BFI / Health Initiative,Research Professional / predoc — quantitative research and large datasets,PREDOC,Research Drive|Policy Lab|Public-Good|Research Papers,Reproducible empirical data and research workflow,VERIFY,APPLICATION_RECON_REQUIRED,,ROLLING,"G1 verify live deadline, salary and US work authorization. Degree fields include economics/CS/science/engineering/STEM; role expects R/Python/Stata and large-data research.",predoc-ai-economics,,,OFFICIAL_PREP_POSTING_CURRENT_2026-08-31_COMPENSATION_AUTH_UNKNOWN,https://job-boards.greenhouse.io/bfiprep/jobs/7887220003,2026-08-31 research-labor deep research
fellowship-lasr-winter-2027,RESEARCH_FELLOWSHIP,LASR Labs,Winter 2027 technical AI-safety research program,RESEARCH_FELLOWSHIP,Hardware Splicer|Citation Engine|Research Drive,Technical AI-safety research with implemented evidence systems,VERIFY,APPLICATION_RECON_REQUIRED,,CALL_NOT_YET_VERIFIED,"Published program economics show £15,000 stipend for ~13 weeks plus support, but exact current deadline and application mechanics must be reverified before FIRE.",career-scale-ai-research,,,PROGRAM_CURRENT_DEADLINE_REVERIFY_2026-08-31,https://www.lasrlabs.org/,2026-08-31 fellowship/residency deep research
watch-apnic-research-fellowship-2027,RESEARCH_FELLOWSHIP,APNIC Foundation,Research Fellowship — next cycle watch,RESEARCH_FELLOWSHIP,Nocturnal|Research Drive|Policy Lab,"Internet resilience, infrastructure, AI capability and policy-relevant research",WATCH,RESEARCH_ONLY,,CYCLE_NOT_YET_VERIFIED,"2026 cycle closed; five fellows received US$10,000 each. Monitor next opening rather than inventing a 2027 date.",internet-governance-research,,,RECURRING_SOURCE_2026_CLOSED_WATCH_2027,https://apnic.foundation/grants/research-fellowships/,2026-08-31 fellowship deep research
watch-asia-house-fellowship-next,POLICY_FELLOWSHIP,Asia House,Fellowship Programme — next-cycle watch,POLICY_FELLOWSHIP,Nocturnal|Policy Lab|Finance|Sharpe,"Asia-focused technology, economics, policy and commercial research",WATCH,RESEARCH_ONLY,,CYCLE_NOT_YET_VERIFIED,"Current 2026/27 cycle closed. Prior/current documented cycle pays £24,000 over 12 months and is internationally open; monitor next opening window without fabricating its date.",policy-information-integrity,,,RECURRING_SOURCE_CURRENT_CYCLE_CLOSED_WATCH_NEXT,https://www.asiahouse.org/fellowship-programme/,2026-08-31 fellowship deep research
watch-stanford-siepr-predoc-next,PREDOC,Stanford SIEPR,Predoctoral Research Fellows Program — next-cycle watch,PREDOC,Sharpe|Finance|Policy Lab|Research Drive|Research Papers,Economics/finance empirical research with strong data engineering,WATCH,RESEARCH_ONLY,,CYCLE_NOT_YET_VERIFIED,2026 positions are filled. Monitor the next annual opening; prior program can sponsor eligible J-1 candidates but not H-1B. Do not treat prior-cycle dates as current.,predoc-ai-economics,,,RECURRING_SOURCE_2026_FILLED_WATCH_NEXT,https://siepr.stanford.edu/programs/siepr-predoctoral-research-fellows-program/predoctoral-fellowship-opportunities,2026-08-31 research-labor deep research
icwsm-2027-demo-nocturnal,RESEARCH,ICWSM 2027,Demo paper — Nocturnal interactive information-state reconstruction,APPLY,Nocturnal|Citation Engine,Interactive current-state reconstruction with provenance and dispute/correction/supersession history,PREP_AFTER_PILOT,RESEARCH_ONLY,,2027-01-15T23:59:00-12:00,G4 obtain one credible external pilot first; G2 demo paper is up to 3 pages and single-blind. Preserve contribution novelty against any WebSci manuscript and do not convert internal product tests into user-impact claims.,nocturnal-research-publication,nocturnal-active-research-publication,,OFFICIAL_ICWSM_2027_DEMO_CALL_VERIFIED_2026-09-01,https://www.icwsm.org/2027/submit/,2026-09-01 Nocturnal focused conversion audit
websci-2027-nocturnal,RESEARCH,ACM Web Science 2027,Full paper — correction-aware current-state reconstruction,APPLY,Nocturnal|Citation Engine,Empirical test of whether correction-aware current-state reconstruction improves understanding versus conventional article timelines/search,PILOT_GATED_PREP,RESEARCH_ONLY,,2026-12-15,G4 pilot evidence first; then define a genuine empirical research contribution. The official full-paper deadline is firm. Protect manuscript novelty and overlap with ICWSM demo/publications.,nocturnal-research-publication,nocturnal-active-research-publication,,OFFICIAL_WEBSCI_2027_CFP_VERIFIED_2026-09-01,https://websci27.webscience.org/call-for-papers,2026-09-01 Nocturnal focused conversion audit
azure-for-students-2026,STUDENT_INFRASTRUCTURE,Microsoft Azure,Azure for Students — US$100 cloud credit for 12 months,STUDENT_BENEFIT,Any Active Research Project|Hardware Splicer|Research Drive|Cite|Nocturnal,"General-purpose Linux VM, containers, storage, databases and research/dev infrastructure",FIRE_AFTER_GATE,APPLICATION_READY,,ROLLING,G1 verify current Azure-for-Students account/renewal state and active full-time student verification. Official terms provide US$100 for 12 months with no credit card and allow annual renewal while eligible; deployed services are decommissioned if credit expires/exhausts without upgrade.,student-infrastructure,,,OFFICIAL_MICROSOFT_VERIFIED_2026-09-01,https://learn.microsoft.com/en-us/azure/education-hub/about-azure-for-students,2026-09-01 student infrastructure deep-research import
heroku-github-students-2026,STUDENT_INFRASTRUCTURE,Heroku,Heroku for GitHub Students — US$13/month for 24 months,STUDENT_BENEFIT,Research Drive|Cite|Nocturnal|Public-Good|Any Active Web/API Project,"Persistent APIs, workers, Dynos, Postgres and Key-Value Store",FIRE_NOW,APPLICATION_READY,,ROLLING,"G1 active GitHub Student Developer Pack required. Credits total US$312 but burn down at US$13/month, do not roll over, and begin from the first day of the approval month; applying near the start of a month maximizes realized value.",student-infrastructure,,,OFFICIAL_HEROKU_VERIFIED_2026-09-01,https://www.heroku.com/github-students/,2026-09-01 student infrastructure deep-research import
appwrite-education-2026,STUDENT_INFRASTRUCTURE,Appwrite,Appwrite Education — two Pro-equivalent projects while student-verified,STUDENT_BENEFIT,Research Drive|Cite|Nocturnal|Public-Good,"Managed auth, database, storage and functions for educational/noncommercial projects",FIRE_NOW,APPLICATION_READY,,ROLLING,"G1 active GitHub Student Developer Pack required. Education plan permits two projects with Pro-equivalent usage limits minus email support and remains valid through student status; official terms prohibit non-educational/commercial use, so paid pilots must not rely on this entitlement.",student-infrastructure,,,OFFICIAL_APPWRITE_VERIFIED_2026-09-01,https://appwrite.io/education,2026-09-01 student infrastructure deep-research import
mongodb-student-pack-2026,STUDENT_INFRASTRUCTURE,MongoDB,MongoDB Student Pack — US$50 Atlas credit + certification,STUDENT_BENEFIT,Research Drive|Cite|Nocturnal|Any MongoDB-backed Project,Database credit plus optional certification signal,HOLD_UNTIL_NEEDED,RESEARCH_ONLY,,ROLLING,G1 GitHub Student Developer Pack required. Atlas promo code expires if not applied within 90 days after generation and redemption requires a valid credit card or linked PayPal account; do not start the clock until a real MongoDB workload exists.,student-infrastructure,,,OFFICIAL_MONGODB_VERIFIED_2026-09-01,https://www.mongodb.com/students,2026-09-01 student infrastructure deep-research import
yzu-campus-software-2026,STUDENT_INFRASTRUCTURE,Yuan Ze University,"YZU campus-licensed software — Microsoft 365 A5, Office, Windows upgrades, SAS, MATLAB",INSTITUTIONAL_ENTITLEMENT,All Eligible Research|Thesis|Finance|Hardware Splicer,"Cost displacement for research, analysis, writing and engineering software",FIRE_NOW,APPLICATION_READY,,WHILE_ENROLLED,G1 activate/download only within YZU license scope. Windows campus license is upgrade-only and KMS activation has renewal requirements; software is for eligible university users and may have product-specific scope restrictions.,yzu-institutional-entitlements,,,OFFICIAL_YZU_OLIS_VERIFIED_2026-09-01,https://www.yzu.edu.tw/admin/is/index.php/en-us/ancillary-services/campus-licensed-software,2026-09-01 student infrastructure deep-research import
yzu-library-electronic-resources-2026,STUDENT_INFRASTRUCTURE,Yuan Ze University Library,YZU electronic research resources and databases,INSTITUTIONAL_ENTITLEMENT,Research Papers|Thesis|Finance|Cite|Research Drive|Hardware Splicer,"Literature, finance/economics, engineering and computing databases before purchasing external equivalents",FIRE_NOW,APPLICATION_READY,,WHILE_ENROLLED,G1 audit and activate useful resources before external spend. The library catalogue is dynamic (134 database entries at the verified crawl); electronic resources are limited to personal academic research/teaching and prohibit commercial use or systematic bulk downloading.,yzu-institutional-entitlements,,,OFFICIAL_YZU_LIBRARY_VERIFIED_2026-09-01_DYNAMIC_COUNT,https://lib.yzu.edu.tw/ERWeb2/BrowseEDB.aspx,2026-09-01 student infrastructure deep-research import
anthropic-mhs-preview-2026,RESEARCH_ACCESS,Anthropic,Model Hardware Standard research preview,RESEARCH_PREVIEW,Hardware Splicer,"Independent physical-agent safety-evaluation/control harness around an MHS-enabled programmable device, focused on evidence sufficiency, authority escalation and failure recovery.",FIRE_AFTER_GATE,ELIGIBILITY_RECON_REQUIRED,,ROLLING_INITIAL_COHORT,"G1/G3 public MHS preview is open to stakeholders across science, robotics, electronics and manufacturing, but the live applicant route for an individual master's researcher is not yet verified. Before firing, name a concrete programmable device/interface and confirm the live interest form accepts the applicant structure; otherwise route through a faculty/lab wrapper. Do not claim Hardware Splicer already implements MHS.",hardware-splicer-physical-agents,,,OFFICIAL_ANTHROPIC_MHS_REVERIFIED_2026-09-04,https://www.anthropic.com/news/model-hardware-standard-research-preview,2026-09-01 student/research infrastructure deep-research import | master override: Tighten applicant-authority and real-device gates after live eligibility/packaging audit.
openai-researcher-access-hardware-splicer,RESEARCH_CREDIT,OpenAI,Researcher Access Program — Hardware-Splicer agent-control evaluation,RESEARCH_CREDIT,Hardware Splicer,"Matched-condition evaluation of whether evidence gating, deterministic constraints and explicit authorization reduce unsupported consequential actions by tool-using agents while preserving useful task completion.",FIRE_NOW,PORTAL_RECON_REQUIRED,examples/opportunities/openai-researcher-access-hardware-splicer.json,ROLLING_QUARTERLY_REVIEW,"G1 active YZU research affiliation and supported API country. Program offers up to US$1,000 API credits; reviews occur in March, June, September and December with no exact September cutoff published. Packet now specifies a 300-run default (GPT-5.6 Sol primary + Terra sensitivity) and a US$300 working request if an amount is requested; re-price against the live catalog/pilot and map the current application fields before final submit.",hardware-splicer-agent-control,,,OFFICIAL_OPENAI_RESEARCHER_ACCESS_REVERIFIED_2026-09-04,https://openai.com/form/researcher-access-program/,2026-09-04 research/resource conversion audit | master override: Attach the audited OpenAI Researcher Access manifest and fire packet to the live FIRE route.
anthropic-external-researcher-access-2026,RESEARCH_CREDIT,Anthropic,External Researcher Access Program — Claude API credits for AI safety/alignment research,RESEARCH_CREDIT,Hardware Splicer,"Evaluate agent control/oversight under consequential tool use: evidence-gated autonomy, unsupported authority escalation, safe abstention, stale-authority carryover and failure recovery.",FIRE_NOW,PORTAL_RECON_REQUIRED,examples/opportunities/anthropic-external-researcher-access-hardware-splicer.json,MONTHLY_FIRST_MONDAY_REVIEW,"G1 research scope must remain genuine AI safety/control work, not generic product development. Public program page states successful applicants ordinarily receive US$1,000 API credits and submissions are evaluated on the first Monday of each month. Packet now specifies a 300-run default (Claude Sonnet 5 primary + Opus 5 confirmatory); re-check current model/pricing and live application fields before final submit.",hardware-splicer-agent-control,,,OFFICIAL_ANTHROPIC_EXTERNAL_RESEARCHER_ACCESS_VERIFIED_2026-09-04,https://support.claude.com/en/articles/9125743-what-is-the-external-researcher-access-program,2026-09-04 research/resource conversion audit | master override: Attach the audited Anthropic ERAP manifest and fire packet to the live FIRE route.
microsoft-student-ambassadors-2026,STUDENT_INFRASTRUCTURE,Microsoft,Microsoft Student Ambassadors — current student pathway and resources,STUDENT_BENEFIT,Research Drive|Cite|Hardware Splicer,Low-friction Microsoft/Azure ecosystem access and student tooling; use genuine technical/community activity rather than building an ambassador-specific project.,FIRE_NOW,APPLICATION_READY,,WHILE_ENROLLED,G1 current official Microsoft Student Hub states the pathway is open to students regardless of field and can be started without a traditional competitive application. Verify current student status and onboarding/resource terms at activation time.,student-infrastructure,,,OFFICIAL_MICROSOFT_STUDENT_AMBASSADORS_VERIFIED_2026-09-04,https://learn.microsoft.com/en-us/training/student-hub/become-a-student-ambassador,2026-09-04 research/resource conversion audit
claude-campus-status-2026-09-04,STUDENT_INFRASTRUCTURE,Anthropic,Claude Campus — current intake status check,STUDENT_BENEFIT,Hardware Splicer|Cite|Research Drive,Potential graduate/community conversion route only if Anthropic's canonical live page exposes a current eligible intake.,HOLD,ELIGIBILITY_RECON_REQUIRED,,CALL_NOT_YET_VERIFIED,G0 canonical Claude Campus page retrieved on 2026-09-04 still presents the prior Spring 2026 application as closed. Do not encode the earlier third-party Sep-12/2026-27 claim as live truth until Anthropic's own application confirms a new intake; degree-field and student-status horizon would still require verification.,student-infrastructure,,,OFFICIAL_ANTHROPIC_CANONICAL_PAGE_CLOSED_2026-09-04,https://claude.com/programs/campus,2026-09-04 research/resource conversion audit
openai-chatgpt-academic-researchers-2026,RESEARCH_CREDIT,OpenAI,ChatGPT for Academic Researchers,RESEARCH_ACCESS,Research Drive|Cite|Citation Engine|Hardware Splicer,"Use a verified Yuan Ze University research affiliation and a concrete active research workflow to request no-cost ChatGPT, Codex and frontier-model access; do not present portfolio engineering as institution-sponsored research unless the affiliation supports that claim.",WAITLIST_NOW,PORTAL_RECON_REQUIRED,,WAITLIST_FUTURE_ROUNDS_FALL_2026,"G1 official program is currently a waitlist after the first wave. Applicant must be a qualifying researcher at a selected research-active degree-granting institution, verify affiliation, and describe active research and intended scientific use. Confirm Yuan Ze University is accepted by the live verifier before spending packaging effort. Final application and affiliation attestations remain human gates.",research-access-credits,,,OFFICIAL_OPENAI_WAITLIST_VERIFIED_2026-09-12,https://openai.com/index/chatgpt-for-academic-researchers/,2026-09-12 expanded provider-program radar
anthropic-third-party-model-evaluations-rolling,RESEARCH_GRANT,Anthropic,Third-party model evaluation initiative,EVALUATION_FUNDING,Hardware Splicer|Citation Engine|Public-Good,"A route for evidence-gated agent-control evaluations or reusable evaluation infrastructure after the exact experiment, dataset, metrics, model-access plan and independent deliverables are frozen.",PACKAGE_AFTER_FORM_REVERIFY,PORTAL_RECON_REQUIRED,,ROLLING,"G0/G2 the official 2024 program page still states rolling review and flexible funding, with focus areas including model autonomy, advanced science tasks, societal impacts and evaluation tooling. Reverify the linked application form is live before packaging. Do not imply independent evaluation results that do not yet exist.",agent-control-evaluations,,,OFFICIAL_PROGRAM_PAGE_LIVE_FORM_REVERIFY_REQUIRED_2026-09-12,https://www.anthropic.com/news/a-new-initiative-for-developing-third-party-model-evaluations,2026-09-12 expanded provider-program radar
cav-2027-hardware-splicer,RESEARCH,International Conference on Computer Aided Verification,CAV 2027 research paper,RESEARCH_PUBLICATION,Hardware Splicer|Technical Refinery,"Develop the frozen evidence-gated agent-control system into a formal verification contribution with explicit properties, models, counterexamples and comparative evaluation; the existing system package alone is not yet a CAV paper.",DEVELOP_PAPER,PACKET_DEVELOPMENT_REQUIRED,,2027-01-20,"G2/G4 workshop-proposal deadline is 2026-09-15 and paper deadline is 2027-01-20. Skip a rushed workshop proposal unless a credible organizer team exists. For the paper route, produce an actual verification contribution and externally reproducible evaluation before promotion.",hardware-splicer-formal-verification,,,OFFICIAL_CAV_2027_CFP_VERIFIED_2026-09-12,https://conferences.i-cav.org/2027/,2026-09-12 expanded conference radar
satc-2027-hardware-splicer,RESEARCH,IEEE Secure and Trustworthy CyberInfrastructure Conference,SaTC 2027 research paper,RESEARCH_PUBLICATION,Hardware Splicer|Citation Engine,"Trusted microelectronics or hardware-agent assurance paper grounded in the system's evidence and authority controls, after a concrete threat model and comparative experiments exist.",DEVELOP_PAPER,PACKET_DEVELOPMENT_REQUIRED,,2026-12-20,"G2/G4 thematic fit is plausible for trusted microelectronics, IoT and AI hardware, but a conference-ready research question, threat model, baselines and external/reproducible results are still required. Keep separate from the shorter TAAI system abstract.",hardware-splicer-trustworthy-hardware,,,OFFICIAL_SATC_2027_CFP_VERIFIED_2026-09-12,https://www.satcconf.com/call-for-paper.html,2026-09-12 expanded conference radar
ethereum-esp-invisible-ledger,OPEN_SOURCE_GRANT,Ethereum Foundation Ecosystem Support Program,Wishlist and request-for-proposals grants,OPEN_SOURCE_GRANT,Invisible Ledger|Policy Lab,"Only pursue if Invisible Ledger develops a genuine open-source Ethereum infrastructure, protocol, research or developer-tool contribution responsive to a current Wishlist or RFP item.",HOLD_UNTIL_ETHEREUM_SPECIFIC,RESEARCH_ONLY,,ROLLING_WISHLIST_RFP,"G2/G3 teams and individuals can be supported, but the current portfolio is not demonstrably Ethereum-specific. Do not relabel generic ledger or policy work. Match a current Wishlist/RFP first; milestone terms, KYC and final grant agreement are human/legal gates.",invisible-ledger-open-infrastructure,,,OFFICIAL_ESP_PROCESS_VERIFIED_ALIGNMENT_MISSING_2026-09-12,https://esp.ethereum.foundation/applicants,2026-09-12 expanded open-source funding radar
